TopicArea,DatasetName,DataSource,Creator/Publisher,size(MB),Availability,DatePublished,LastUpdateDate,DataSetCharastrestic,MisingValues,Instances,NumberOfAtributes,ListOfAtributes,URL,Citation,Unnamed: 15
Emergency Medical Service Runs,EMS INCIDENTS 2014,ImageTrend,Indiana Department of Homeland Security,106.4 MiB,Free,2018-04-16,2022-11-03,CSV,No,423000.0,22,"INCIDENT_DT	timestamp		
INCIDENT_COUNTY	text		
CHIEF_COMPLAINT_DISPATCH	text		
CHIEF_COMPLAINT_ANATOMIC_LOC	text		
PRIMARY_SYMPTOM	text		
PROVIDER_IMPRESSION_PRIMARY	text		
DISPOSITION_ED	text		
DISPOSITION_HOSPITAL	text		
INJURY_FLG	text		
NALOXONE_GIVEN_FLG	numeric		
MEDICATION_GIVEN_OTHER_FLG	numeric		
DESTINATION_TYPE	text		
PROVIDER_TYPE_STRUCTURE	text		
PROVIDER_TYPE_SERVICE	text		
PROVIDER_TYPE_SERVICE_LEVEL	text		
PROVIDER_TO_SCENE_MINS	numeric		
PROVIDER_TO_DESTINATION_MINS	text		
UNIT_NOTIFIED_BY_DISPATCH_DT	timestamp		
UNIT_ARRIVED_ON_SCENE_DT	timestamp		
UNIT_ARRIVED_TO_PATIENT_DT	text		
UNIT_LEFT_SCENE_DT	text		
PATIENT_ARRIVED_DESTINATION_DT",https://hub.mph.in.gov/dataset/8404e4ae-c244-48c1-95ee-c2eff5e177e6/resource/c2f4e929-3cf0-4055-8af5-0ff05bee1c8a/download/ems_runs_2014.csvv,"https://hub.mph.in.gov/dataset/emergency-medical-service-runs/resource/c2f4e929-3cf0-4055-8af5-0ff05bee1c8a#:~:text=Data%20API-,EMS%20INCIDENTS%202014,-URL%3A%20https",
Emergency Medical Service Runs,EMS INCIDENTS 2015,ImageTrend,Indiana Department of Homeland Security,134.7 MiB,Free,2018-04-16,2022-11-03,CSV,No,520000.0,2,"INCIDENT_DT	timestamp		
INCIDENT_COUNTY	text",https://hub.mph.in.gov/dataset/8404e4ae-c244-48c1-95ee-c2eff5e177e6/resource/72b1d92d-7322-4d07-8628-7a630af0f35d/download/ems_runs_2015.csv,"https://hub.mph.in.gov/dataset/emergency-medical-service-runs/resource/72b1d92d-7322-4d07-8628-7a630af0f35d#:~:text=Data%20API-,EMS%20INCIDENTS%202015,-URL%3A%20https",
Emergency Medical Service Runs,EMS INCIDENTS 2016,ImageTrend,Indiana Department of Homeland Security,163.4 MiB,Free,2018-04-16,2022-11-03,CSV,No,645000.0,2,"INCIDENT_DT	timestamp		
INCIDENT_COUNTY	text",https://hub.mph.in.gov/dataset/8404e4ae-c244-48c1-95ee-c2eff5e177e6/resource/0c662d5b-686a-4fcb-be58-69f7e8c5652b/download/ems_runs_2016.csv,"https://hub.mph.in.gov/dataset/emergency-medical-service-runs/resource/0c662d5b-686a-4fcb-be58-69f7e8c5652b#:~:text=Data%20API-,EMS%20INCIDENTS%202016,-URL%3A%20https",
Emergency Medical Service Runs,EMS INCIDENTS 2017,ImageTrend,Indiana Department of Homeland Security,154.3 MiB,Free,2018-04-16,2022-11-03,CSV,No,595000.0,3,"INCIDENT_DT        timestamp                
INCIDENT_COUNTY        text                
CHIEF_COMPLAINT_DISPATCH        text",https://hub.mph.in.gov/dataset/8404e4ae-c244-48c1-95ee-c2eff5e177e6/resource/546810e3-8dea-4945-9de7-606bed1ff3ea/download/ems_runs_2017.csv,"https://hub.mph.in.gov/dataset/emergency-medical-service-runs/resource/546810e3-8dea-4945-9de7-606bed1ff3ea#:~:text=Data%20API-,EMS%20INCIDENTS%202017,-URL%3A%20https",
Emergency Medical Service Runs,EMS INCIDENTS 2018,ImageTrend,Indiana Department of Homeland Security,254.8 MiB,Free,2019-01-22,2022-11-03,CSV,No,852000.0,3,"INCIDENT_DT        timestamp                
INCIDENT_COUNTY        text                
CHIEF_COMPLAINT_DISPATCH        text",https://hub.mph.in.gov/dataset/8404e4ae-c244-48c1-95ee-c2eff5e177e6/resource/ae8b04fb-4b9a-4b5c-879e-f5d21013671d/download/ems_runs_2018.csv,"https://hub.mph.in.gov/dataset/emergency-medical-service-runs/resource/ae8b04fb-4b9a-4b5c-879e-f5d21013671d#:~:text=Data%20API-,EMS%20INCIDENTS%202018,-URL%3A%20https",
Emergency Medical Service Runs,EMS INCIDENTS 2019,ImageTrend,Indiana Department of Homeland Security,282.1 MiB,Free,2019-01-22,2022-11-03,CSV,No,906000.0,3,"INCIDENT_DT        timestamp                
INCIDENT_COUNTY        text                
CHIEF_COMPLAINT_DISPATCH        text",https://hub.mph.in.gov/dataset/8404e4ae-c244-48c1-95ee-c2eff5e177e6/resource/35fe1ee8-0e92-49b7-b1fb-25da7141a2ca/download/ems_runs_2019.csv,"https://hub.mph.in.gov/dataset/emergency-medical-service-runs/resource/35fe1ee8-0e92-49b7-b1fb-25da7141a2ca#:~:text=Data%20API-,EMS%20INCIDENTS%202019,-URL%3A%20https",
Emergency Medical Service Runs,EMS INCIDENTS 2020,ImageTrend,Indiana Department of Homeland Security,328.2 MiB,Free,2022-11-03,2022-11-03,CSV,No,1079000.0,3,"INCIDENT_DT        timestamp                
INCIDENT_COUNTY        text                
CHIEF_COMPLAINT_DISPATCH        text",https://hub.mph.in.gov/dataset/8404e4ae-c244-48c1-95ee-c2eff5e177e6/resource/96d44253-1344-45bb-9f13-c391935d653e/download/ems_runs_2020.csv,"https://hub.mph.in.gov/dataset/emergency-medical-service-runs/resource/96d44253-1344-45bb-9f13-c391935d653e#:~:text=Data%20API-,EMS%20INCIDENTS%202020,-URL%3A%20https",
Ems Incidents 2020,EMS INCIDENTS 2021,ImageTrend,Indiana Department of Homeland Security,371.3 MiB,Free,2022-11-03,2022-11-03,CSV,No,1243000.0,3,INCIDENT_DT timestamp INCIDENT_COUNTY text CHIEF_COMPLAINT_DISPATCH text,https://hub.mph.in.gov/dataset/8404e4ae-c244-48c1-95ee-c2eff5e177e6/resource/f611725b-d29a-4fd5-80c2-1e5138bfbe06/download/ems_runs_2021.csv,"https://hub.mph.in.gov/dataset/emergency-medical-service-runs/resource/f611725b-d29a-4fd5-80c2-1e5138bfbe06#:~:text=Data%20API-,EMS%20INCIDENTS%202021,-URL%3A%20https",
Locations Of Supplemental Nutrition Assistance Program,SNAP PROVIDER LOCATIONS,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,16.7 KiB,Free,2019-06-04,2019-06-04,CSV,No,104.0,8,services-provider name- address- city- state- zipcode- longitude- latitude,https://hub.mph.in.gov/dataset/e809733f-fe47-45d1-92d6-ebe5904c6468/resource/2e39260a-5676-4f0e-bdc6-28b97a0a3a4b/download/snap.xlsxx,"https://hub.mph.in.gov/dataset/snap/resource/2e39260a-5676-4f0e-bdc6-28b97a0a3a4b#:~:text=Download-,SNAP%20PROVIDER%20LOCATIONS,-URL%3A%20https",
Locations Of Bureau Of Developmental Disabilities Services,BUREAU OF DEVELOPMENTAL DISABILITIES SERVICE PROVIDER LOCATIONS,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,10.8 KiB,Free,2019-06-04,2019-06-04,XLSX,No,7.0,8,services-provider name- address- city- state- zipcode- longitude- latitude,https://hub.mph.in.gov/dataset/9aa2ea73-17fd-4e88-ad37-6d75d54b098d/resource/50515d5b-60c1-468c-9b0a-1649741714c7/download/bureau-of-developmental-disabilities-services.xlsx,https://hub.mph.in.gov/dataset/bureau-of-developmental-disabilities-services/resource/50515d5b-60c1-468c-9b0a-1649741714c7#:~:text=BUREAU%20OF%20DEVELOPMENTAL%20DISABILITIES%20SERVICE...,
Locations Of Child Care & Development Fund (Ccdf) Services,CHILD CARE & DEVELOPMENT FUND PROVIDER LOCATIONS,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,11 KiB,Free,2019-06-04,2019-06-04,XLSX,No,10.0,8,services-provider name- address- city- state- zipcode- longitude- latitude,https://hub.mph.in.gov/dataset/88f8bcd2-de60-4045-91b3-6b5c8950e04f/resource/28befc92-e993-46cf-ab67-3267027f7b3e/download/child-care-development-fund.xlsx,"https://hub.mph.in.gov/dataset/child-care-development-fund/resource/28befc92-e993-46cf-ab67-3267027f7b3e#:~:text=Download-,CHILD%20CARE%20%26%20DEVELOPMENT%20FUND%20PROVIDER%20LOCATIONS,-URL%3A%20https",
Covid-19,"COVID-19 STATEWIDE TEST, CASE, AND DEATH TRENDS","ISDH, FSSA",Indiana State Department of Health,64.5 KiB,Free,2023-03-15,2023-04-12,XLSX,No,1000.0,10,"DATE	timestamp		
COVID_DEATHS	numeric		
DAILY_DELTA_DEATHS	text		
DAILY_BASE_DEATHS	text		
COVID_COUNT	numeric		
DAILY_DELTA_CASES	text		
DAILY_BASE_CASES	text		
COVID_COUNT_CUMSUM	numeric		
COVID_DEATHS_CUMSUM	numeric		
COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE	numeric",https://hub.mph.in.gov/dataset/ab9d97ab-84e3-4c19-97f8-af045ee51882/resource/74dc7c6d-5a3e-44fc-af4e-177b06a5f906/download/covid_report_date.xlsxx,"https://hub.mph.in.gov/dataset/covid-19-case-trend/resource/74dc7c6d-5a3e-44fc-af4e-177b06a5f906#:~:text=Data%20API-,COVID%2D19%20STATEWIDE%20TEST%2C%20CASE%2C%20AND%20DEATH%20TRENDS,-URL%3A%20https",
Covid-19,"COVID-19 STATEWIDE TEST, CASE, AND DEATH...","ISDH, FSSA",Indiana State Department of Health,6.1 KiB,Free,2023-03-16,2023-03-16,XLSX,No,15.0,2,"Field Name	text		
Field Description	text",https://hub.mph.in.gov/dataset/ab9d97ab-84e3-4c19-97f8-af045ee51882/resource/c6ce5e3e-ff94-42a8-bc56-e0459670e7b7/download/covid_report_date_dictionary.xlsx,https://hub.mph.in.gov/dataset/covid-19-case-trend/resource/c6ce5e3e-ff94-42a8-bc56-e0459670e7b7#:~:text=COVID%2D19%20STATEWIDE%20TEST%2C%20CASE%2C%20AND%20DEATH...,
Covid-19,03/15/2023: HISTORICAL COVID-19 STATEWIDE...,"ISDH, FSSA",Indiana State Department of Health,97.3 KiB,Free,2023-03-16,2023-03-16,XLSX,No,1000.0,15,"DATE	timestamp		
COVID_TEST	numeric		
DAILY_DELTA_TESTS	text		
DAILY_BASE_TESTS	text		
COVID_DEATHS	numeric		
DAILY_DELTA_DEATHS	text		
DAILY_BASE_DEATHS	text		
COVID_COUNT	numeric		
DAILY_DELTA_CASES	text		
DAILY_BASE_CASES	text		
COVID_COUNT_CUMSUM	numeric		
COVID_DEATHS_CUMSUM	numeric		
COVID_TEST_CUMSUM	numeric		
POSITIVITY_RATE_ALL_TESTS	text		
COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE	numeric",,https://hub.mph.in.gov/dataset/ab9d97ab-84e3-4c19-97f8-af045ee51882/resource/eb09ca81-6d07-476d-8b84-20ba87818a9b/download/covid_report_date_historical.xlsx,https://hub.mph.in.gov/dataset/covid-19-case-trend/resource/eb09ca81-6d07-476d-8b84-20ba87818a9b#:~:text=03/15/2023%3A%20HISTORICAL%20COVID%2D19%20STATEWIDE...
Covid-19,"COVID-19 COUNTY-WIDE TEST, CASE, AND DEATH TRENDS",ISDH - FSSA,Indiana State Department of Health,2.9 MiB,Free,2023-03-15,2023-04-12,XLSX,No,105000.0,9,"LOCATION_ID	numeric		
DATE	timestamp		
COVID_COUNT	numeric		
COVID_COUNT_MOVING_AVG	numeric		
COVID_DEATHS	numeric		
COVID_DEATHS_MOVING_AVG	numeric		
COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE	numeric		
COUNTY_NAME	text",,https://hub.mph.in.gov/dataset/bd08cdd3-9ab1-4d70-b933-41f9ef7b809d/resource/6c767453-a363-40d9-b2d2-2acdb2ffd880/download/covid_report_county_date.xlsx,"https://hub.mph.in.gov/dataset/covid-19-county-wide-test-case-and-death-trends/resource/6c767453-a363-40d9-b2d2-2acdb2ffd880#:~:text=Data%20API-,COVID%2D19%20COUNTY%2DWIDE%20TEST%2C%20CASE%2C%20AND%20DEATH%20TRENDS,-URL%3A%20https"
Covid-19,"COVID-19 COUNTY-WIDE TEST, CASE, AND DEATH TRENDS",ISDH - FSSA,Indiana State Department of Health,6 KiB,Free,2023-03-16,2023-03-16,XLSX,No,17.0,2,"Field Name	text		
Field Description	text",,https://hub.mph.in.gov/dataset/bd08cdd3-9ab1-4d70-b933-41f9ef7b809d/resource/bbd67614-d4b2-4fe7-91fd-571c8167ac41/download/covid_report_county_date_dictionary.xlsx,https://hub.mph.in.gov/dataset/covid-19-county-wide-test-case-and-death-trends/resource/bbd67614-d4b2-4fe7-91fd-571c8167ac41#:~:text=COVID%2D19%20COUNTY%2DWIDE%20TEST%2C%20CASE%2C%20AND%20DEATH...
Covid-19,"COVID-19 COUNTY-WIDE TEST, CASE, AND DEATH TRENDS",ISDH - FSSA,Indiana State Department of Health,6 KiB,Free,2023-03-16,2023-03-16,XLSX,No,102000.0,15,"LOCATION_ID	numeric		
DATE	timestamp		
COVID_COUNT	numeric		
COVID_COUNT_MOVING_AVG	numeric		
COVID_DEATHS	numeric		
COVID_DEATHS_MOVING_AVG	numeric		
COVID_TESTS_MOVING_AVG	numeric		
POSITIVE_TEST_RATE_MOVING_AVG	numeric		
COVID_TESTS_ADMINISTRATED	numeric		
COVID_TESTS_ADMINISTRATED_MOVING_AVG	numeric		
ALL_TESTS_POSITIVE_TEST_RATE	text		
COVID_POSITIVE_TESTS_ADMIN	numeric		
ALL_TESTS_POSITIVE_TEST_RATE_MOVING_AVG	text		
COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE	numeric		
COUNTY_NAME	text",,https://hub.mph.in.gov/dataset/bd08cdd3-9ab1-4d70-b933-41f9ef7b809d/resource/0aeef7b1-8f3f-4f54-8145-93f98699917c/download/covid_report_county_date_historical.xlsx,https://hub.mph.in.gov/dataset/covid-19-county-wide-test-case-and-death-trends/resource/0aeef7b1-8f3f-4f54-8145-93f98699917c#:~:text=03/15/2023%3A%20HISTORICAL%20COVID%2D19%20COUNTY%2DWIDE...
Covid-19,"COVID-19 COUNTY-WIDE TEST, CASE, AND DEATH TRENDS",ISDH - FSSA,Indiana State Department of Health,51.9 KiB,Free,2023-03-16,2023-03-16,XLSX,No,15.0,2,"Field Name	text		
Field Description	text",,https://hub.mph.in.gov/dataset/bd08cdd3-9ab1-4d70-b933-41f9ef7b809d/resource/7120d9d7-afe8-40a1-b393-78bdd53a8c03/download/covid_report_county_date_dictionary_historical.xlsx,https://hub.mph.in.gov/dataset/covid-19-county-wide-test-case-and-death-trends/resource/7120d9d7-afe8-40a1-b393-78bdd53a8c03#:~:text=03/15/2023%3A%20HISTORICAL%20COVID%2D19%20COUNTY%2DWIDE...
Covid-19,"COVID-19 COUNTY-WIDE TEST, CASE, AND DEATH TRENDS",ISDH - FSSA,Indiana State Department of Health,5.7 MiB,Free,2022-03-10,2022-03-10,XLSX,No,67000.0,17,"LOCATION_ID	numeric		
DATE	timestamp		
COVID_COUNT	numeric		
COVID_COUNT_MOVING_AVG	numeric		
COVID_DEATHS	numeric		
COVID_DEATHS_MOVING_AVG	numeric		
COVID_TESTS	numeric		
COVID_TESTS_MOVING_AVG	numeric		
POSITIVE_TEST_RATE	numeric		
POSITIVE_TEST_RATE_MOVING_AVG	numeric		
COVID_TESTS_ADMINISTRATED	numeric		
COVID_TESTS_ADMINISTRATED_MOVING_AVG	numeric		
ALL_TESTS_POSITIVE_TEST_RATE	numeric		
COVID_POSITIVE_TESTS_ADMIN	numeric		
ALL_TESTS_POSITIVE_TEST_RATE_MOVING_AVG	numeric		
COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE	numeric		
COUNTY_NAME	text",,https://hub.mph.in.gov/dataset/bd08cdd3-9ab1-4d70-b933-41f9ef7b809d/resource/d05addfd-1182-4361-8581-e6f53d645c5c/download/covid_report_county_date_historical.xlsx,https://hub.mph.in.gov/dataset/covid-19-county-wide-test-case-and-death-trends/resource/d05addfd-1182-4361-8581-e6f53d645c5c#:~:text=HISTORICAL%20%2D%20COVID%2D19%20COUNTY%2DWIDE%20TEST%2C%20CASE%2C...
Service Locations,LONG-TERM CARE OMBUDSMAN SERVICE LOCATIONS,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,10.2 KiB,Free,2019-06-04,2019-06-04,XLSX,No,17.0,8,services-provider name- address- city- state- zipcode- longitude- latitude,,https://hub.mph.in.gov/dataset/b0dad166-afd7-499b-bc30-d3cdca538108/resource/5fc492b7-63d7-406b-85b2-f7afb8977bb3/download/long-term-care-ombudsman.xlsx,"https://hub.mph.in.gov/dataset/long-term-care-ombudsman/resource/5fc492b7-63d7-406b-85b2-f7afb8977bb3#:~:text=Download-,LONG%2DTERM%20CARE%20OMBUDSMAN%20SERVICE%20LOCATIONS,-URL%3A%20https"
Child Services Data,EQUITY PORTAL - CHILD SERVICES DATA,Indiana Department of Child Services,Indiana Department of Child Services,1.3 KiB,Free,2021-06-29,2022-02-14,CSV,No,24.0,7,"Race	text		
Year	numeric		
Children Entering Care	numeric		
Children In Care	numeric		
Census From Previous Year	numeric		
(Children Entering Care/Census From Previous Year) * 1000	numeric		
(Children In Care/Census From Previous Year) * 1000	numeric",,https://hub.mph.in.gov/dataset/dfb55c66-9205-4f20-b41b-26697481c666/resource/c787cb8d-10ba-46c3-b652-542062239f6d/download/equity-portal-child-services-dataset.csv,https://hub.mph.in.gov/dataset/equity-portal-child-services-data/resource/c787cb8d-10ba-46c3-b652-542062239f6d#:~:text=EQUITY%20PORTAL%20%2D%20CHILD%20SERVICES%20DATASET
Transportation Provider,TRANSPORTATION CLAIMS BY PROVIDER,State of Indiana,Indiana Management Performance Hub,505 KiB,Free,2017-10-12,,CSV,No,3000.0,12,"Provider_Name	text		
Provider_Addr_Street1	text		
Provider_Addr_Street2	text		
Provider_Addr_City	text		
Provider_Addr_State	text		
Provider_Addr_Zip5	numeric		
Provider_Geocode_Latitude	numeric		
Provider_Geocode_Longitude	numeric		
Total_Number_of_Recipients	numeric		
Total_Number_of_Claims	numeric		
total_dollar_amount_of_claims	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/1aca60e0-a2d2-4578-b033-68f66482e2ac/resource/46b74673-e572-4ce5-b249-dce0f1b7a607/download/transportation_claims_by_provider.csv,https://hub.mph.in.gov/dataset/transportation-claims-by-provider/resource/46b74673-e572-4ce5-b249-dce0f1b7a607#:~:text=TRANSPORTATION%20CLAIMS%20BY%20PROVIDER%20DATASET
Medicaid Claims,MEDICAID CLAIMS BY RECIPIENT RACE AND GENDER,State of Indiana,Indiana Management Performance Hub,7 KiB,Free,2017-10-12,2019-05-08,CSV,No,117.0,6,"Race	text		
Gender	text		
Total_Number_of_Recipients	numeric		
Total_Number_of_Claims	numeric		
total_dollar_amount_of_claims	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/8936401b-a283-4005-957a-a8e8141a76d9/resource/50409bf6-06ed-40d6-98cc-c3a9e9df9033/download/medicaid_claims_by_recipient_race_and_gender.csv,https://hub.mph.in.gov/dataset/medicaid-claims-by-recipient-race-and-gende/resource/50409bf6-06ed-40d6-98cc-c3a9e9df9033#:~:text=MEDICAID%20CLAIMS%20BY%20RECIPIENT%20RACE%20AND%20GENDER%20DATASET
Patient Population,PATIENT POPULATION BY PROVIDER SPECIALTY,State of Indiana,Indiana Management Performance Hub,1.9 MiB,Free,2017-10-12,2019-05-08,CSV,No,13000.0,6,"Diagnosis_description	text		
Service_provider_specialty	text		
Total_number_of_recipients	numeric		
Total_number_of_claims	numeric		
Total_dollar_amount_of_claims	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/ca510f27-393c-4e34-98b6-acec126feaea/resource/a889dc82-d7c5-4d02-99ef-7b0fc982d117/download/patient_population_by_provider_specialty.csv,https://hub.mph.in.gov/dataset/patient-population-by-provider-specialty/resource/a889dc82-d7c5-4d02-99ef-7b0fc982d117#:~:text=PATIENT%20POPULATION%20BY%20PROVIDER%20SPECIALTY%20DATASET
Patient Population,PATIENT POPULATION BY PROVIDER TYPE,State of Indiana,Indiana Management Performance Hub,479.4 KiB,Free,2017-10-12,2019-05-08,CSV,No,5000.0,6,"Diagnosis_Description	text		
Service_provider_type	text		
Total_number_of_recipients	numeric		
Total_number_of_claims	numeric		
Total_dollar_amount_of_claims	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/cb9ea7f9-9023-4037-9c6f-71f853c13922/resource/ecd1f911-19af-4938-90e2-7b993269dd38/download/patient_population_by_provider_type.csv,https://hub.mph.in.gov/dataset/patient-population-by-provider-type/resource/ecd1f911-19af-4938-90e2-7b993269dd38#:~:text=PATIENT%20POPULATION%20BY%20PROVIDER%20TYPE%20DATASET
Transportation Service,TRANSPORTATION RELATED CLAIMS BY CATEGORY OF SERVICE,State of Indiana,Indiana Management Performance Hub,2.4 KiB,Free,2017-10-12,2019-05-08,CSV,No,36.0,6,"Category_of_Service	text		
Total_Number_of_Recipients	numeric		
Total_Number_of_Claims	numeric		
total_dollar_amount_of_claims	numeric		
Total_Number_of_Transportation_Providers	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/70a574ce-b519-4903-bf6f-eac03eea9cff/resource/81a79d39-7c40-46e1-bb46-117f2c22a29a/download/transportation_related_claims_by_category_of_service.csv,https://hub.mph.in.gov/dataset/transportation-related-claims-by-category-of-service/resource/81a79d39-7c40-46e1-bb46-117f2c22a29a#:~:text=TRANSPORTATION%20RELATED%20CLAIMS%20BY%20CATEGORY%20OF...
Transportation-Related Claims.,TRANSPORTATION RELATED CLAIMS BY RECIPIENT ZIP CODE,State of Indiana,Indiana Management Performance Hub,90.6 KiB,Free,2017-10-12,2019-05-08,CSV,No,3000.0,6,"Zipcode	numeric		
Total_Number_of_Recipients	numeric		
Total_Number_of_Claims	numeric		
total_dollar_amount_of_claims	numeric		
Total_Number_of_Transportation_Providers	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/7be7ca27-c926-4771-8787-3a4158d41d80/resource/3b7f1dd5-8b31-47b5-ade4-829bc2f7c691/download/transportation_related_claims_by_recipient_zip_code.csv,https://hub.mph.in.gov/dataset/transportation-related-claims-by-recipient-zip-code/resource/3b7f1dd5-8b31-47b5-ade4-829bc2f7c691#:~:text=TRANSPORTATION%20RELATED%20CLAIMS%20BY%20RECIPIENT%20ZIP...
Transportation-Related Claims.,"TRANSPORTATION RELATED CLAIMS BY RECIPIENT RACE, GENDER, AND AGE",State of Indiana,Indiana Management Performance Hub,9.5 KiB,Free,2017-10-12,2019-05-08,CSV,No,159.0,7,"Race	text		
Gender	text		
Age_Group	text		
Total_Number_of_Recipients	numeric		
Total_Number_of_Claims	numeric		
total_dollar_amount_of_claims	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/5edef304-db96-4af4-9a7c-6085a7389da7/resource/a5d95454-ef2d-40d2-a8a2-18fbc1449ed1/download/transportation_related_claims_by_recipient_race_gender_and_age.csv,https://hub.mph.in.gov/dataset/transportation-related-claims-by-recipient-race-gender-and-age/resource/a5d95454-ef2d-40d2-a8a2-18fbc1449ed1#:~:text=TRANSPORTATION%20RELATED%20CLAIMS%20BY%20RECIPIENT...
Diagnostic Claims,MOST COSTLY DIAGNOSTIC CLAIMS,State of Indiana,Indiana Management Performance Hub,104 KiB,Free,2017-10-12,2019-05-08,CSV,No,600.0,8,"Diagnosis_code	text		
Diagnosis_lay	text		
diagnosis_description	text		
ICD_Code	text		
total_number_of_claims	numeric		
total_dollar_amount_of_claims	numeric		
Year	numeric		
Diag_rank	numeric",,https://hub.mph.in.gov/dataset/d3383ef9-27c9-43aa-abf4-56c73da11d8c/resource/b3bbb670-918a-4840-a6ad-b885c5b183ce/download/most_costly_diagnostic_claims.csv,https://hub.mph.in.gov/dataset/hundred-most-costly-diagnostic-claims/resource/b3bbb670-918a-4840-a6ad-b885c5b183ce#:~:text=MOST%20COSTLY%20DIAGNOSTIC%20CLAIMS%20DATASET
Claims By Provider,HIGH COST CLAIMS BY PROVIDER,State of Indiana,Indiana Management Performance Hub,20.1 MiB,Free,2017-10-12,2019-05-08,CSV,No,43000.0,17,"PROVIDER_ID	text		
PROVIDER_NPI	text		
PROVIDER_NAME	text		
provider_address_street_line_1	text		
provider_address_street_line_2	text		
PROVIDER_ADDRESS_CITY	text		
PROVIDER_ADDRESS_STATE	text		
PROVIDER_ADDRESS_ZIP_CODE	text		
PROVIDER_GEOCODE_LATITUDE	text		
PROVIDER_GEOCODE_LONGITUDE	text		
PROVIDER_TYPE	text		
PROVIDER_PRIME_SPECIALTY	text		
DOMINANT_DIAGNOSIS	text		
TOTAL_NUMBER_OF_RECIPIENTS	numeric		
TOTAL_NUMBER_OF_CLAIMS	numeric		
total_dollar_amount_of_claims	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/145cf914-f5b6-492f-bed6-14f174c0ec05/resource/24c8b689-227f-4da5-a886-7f12a2873bfa/download/high_cost_claims_by_provider.csv,https://hub.mph.in.gov/dataset/high-cost-claims-by-provider/resource/24c8b689-227f-4da5-a886-7f12a2873bfa#:~:text=HIGH%20COST%20CLAIMS%20BY%20PROVIDER%20DATASET
Medicaid Claims,MEDICAID CLAIMS BY SUBPROGRAM FUNDING SOURCE,State of Indiana,Indiana Management Performance Hub,2.7 KiB,Free,2017-10-12,2019-05-08,CSV,No,43.0,5,"Funding_source_subprogram_code	text		
Total_Number_of_Recipients	numeric		
Total_Number_of_Claims	numeric		
Total_dollar_amount_of_claims	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/1da5405e-efcd-4850-bd04-023c201c24fa/resource/c1cee83e-7d4a-46c6-bf33-905564f37a57/download/medicaid_claims_by_subprogram_funding_source.csv,https://hub.mph.in.gov/dataset/medicaid-claims-by-subprogram-funding-source/resource/c1cee83e-7d4a-46c6-bf33-905564f37a57#:~:text=MEDICAID%20CLAIMS%20BY%20SUBPROGRAM%20FUNDING%20SOURCE%20DATASET
Medicaid Claims,MEDICAID CLAIMS BY SUBPROGRAM FUNDING SOURCE,State of Indiana,Indiana Management Performance Hub,2.7 KiB,Free,2017-10-12,2019-05-08,CSV,No,43.0,5,"Funding_source_subprogram_code	text		
Total_Number_of_Recipients	numeric		
Total_Number_of_Claims	numeric		
Total_dollar_amount_of_claims	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/1da5405e-efcd-4850-bd04-023c201c24fa/resource/c1cee83e-7d4a-46c6-bf33-905564f37a57/download/medicaid_claims_by_subprogram_funding_source.csv,https://hub.mph.in.gov/dataset/1da5405e-efcd-4850-bd04-023c201c24fa/resource/c1cee83e-7d4a-46c6-bf33-905564f37a57/download/medicaid_claims_by_subprogram_funding_source.csv
High Cost Claims,HIGH COST CLAIMS BY ZIP CODE,State of Indiana,Indiana Management Performance Hub,581.8 KiB,Free,2017-10-12,2019-05-08,CSV,No,4000.0,7,"ZIP_CODE	numeric		
DOMINANT_DIAGNOSIS	text		
TOTAL_NUMBER_OF_PROVIDERS	numeric		
TOTAL_NUMBER_OF_RECIPIENTS	numeric		
TOTAL_NUMBER_OF_CLAIMS	numeric		
total_dollar_amount_of_claims	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/59d23682-b6ae-430c-9760-dcf9bafd9856/resource/ca702d58-a753-4467-919e-6f8959a378e2/download/high_cost_claims_by_zip_code.csv,https://hub.mph.in.gov/dataset/high-cost-claims-by-zip-code/resource/ca702d58-a753-4467-919e-6f8959a378e2#:~:text=HIGH%20COST%20CLAIMS%20BY%20ZIP%20CODE%20DATASET
